Average of viollevel,,Column Labels,,,,,
Row Labels,neighborhood,2015,2016,2017,2018,2019,Grand Total
Nhu Lan Fast Food,DORCHESTER,1.368421053,1.433333333,1.5,1.465517241,,1.447115385
Almany Market,MISSION HILL,0,1,1.333333333,2,2.2,1.446808511
Suya Joint,ROXBURY,,1,1.451612903,1.642857143,,1.446601942
Spagnoulos,BOSTON,1.494117647,1.4,0.8,1.8,0,1.446280992
Nos Casa Cafe,ROXBURY,1.285714286,1.5,1.44,1.470588235,1.4,1.445945946
Wingz N Tingz,HYDE PARK,0,1.6875,1.666666667,1.121212121,1,1.445652174
Strip by Strega,BOSTON,1.5,1,,1,,1.444444444
Zinneken's,BOSTON,1.5,1.666666667,1,1.333333333,,1.444444444
Santander Bank Coffee Bar,DORCHESTER,1.5,1.888888889,0.857142857,0,0,1.444444444
Neponset Cafe,DORCHESTER,,,,1.444444444,,1.444444444
RISTORANTE FIORE,BOSTON,0,2.111111111,0.5,1.2,,1.444444444
PORTERS BAR & GRILL,BOSTON,1,1.303030303,1.769230769,1.3,,1.444444444
Hampshire House Butcher Block,BOSTON,2,1,1.5,1.4,,1.444444444
Dragon Bowl,BOSTON,1.615384615,1.157894737,1.125,1.8,,1.444444444
Dollar General Store No. 19117,DORCHESTER,,,1.5,1.333333333,,1.444444444
Kuizinn Lakay Plus,MATTAPAN,,,,1.444444444,,1.444444444
Gina's Grocery Store,ROXBURY,1.782608696,0.6,1,1.307692308,,1.444444444
Beard's Papa,BOSTON,1,1.75,1.6,1.333333333,0,1.444444444
Blue Nile,JAMAICA PLAIN,,,1,2,,1.444444444
Bar Lyon,BOSTON,,,,1.444444444,,1.444444444
PARK SQ CAFE,BOSTON,1.551724138,1.173913043,1.395348837,1.633333333,,1.443820225
Fan Fan Restaurant,HYDE PARK,1.392857143,1.5,1.5,1.376237624,,1.443636364
TONY'S,BOSTON,1.714285714,1.222222222,1,1.454545455,1.4,1.442857143
UNION OYSTER HOUSE,BOSTON,1.179487179,1.655172414,1.583333333,1.153846154,,1.442622951
NHU LAN Restaurant,DORCHESTER,,1.409090909,1.707317073,1.290322581,,1.442176871
Boston Beer Works,BOSTON,1.357142857,1.162162162,1.85,1.576923077,1.2,1.442176871
Cafe Beirut,JAMAICA PLAIN,1,1.142857143,1.666666667,1.555555556,,1.441860465
Land of Pizza,SOUTH BOSTON,1.272727273,1.226415094,1.48,2.15,,1.441666667
SONSIE,BOSTON,1.363636364,1.304347826,1.545454545,1.47826087,,1.441176471
The Playwright,SOUTH BOSTON,2.142857143,0,1.217391304,1,1.416666667,1.441176471
CAFE PORTO BELLO,SOUTH BOSTON,1,1.5,1.394736842,1.833333333,1.444444444,1.44047619
TWIN DONUTS,ALLSTON,1.653846154,1.1875,1.210526316,1.594594595,,1.440251572
South Boston Market,SOUTH BOSTON,,0.8,1.285714286,2.333333333,,1.44
Sorelle,BOSTON,,0,1.285714286,1.8,,1.44
Pizza Rail,BRIGHTON,,0,1.333333333,1.8,1,1.44
LES ZYGOMATES,BOSTON,1,2.444444444,0,0,,1.44
Edward Kennedy Museum Cafe,DORCHESTER,0.8,1.6,1.75,1,,1.44
Beth Israel Deaconess,BOSTON,0.833333333,1.25,2.4,1.5,,1.44
Lily's Market,MATTAPAN,1,1.647058824,1.333333333,1.475,,1.439655172
Strega Waterfront,BOSTON,1,0.9,1.344827586,1.833333333,,1.439393939
LIR,BOSTON,0.888888889,1.230769231,1.7,1.428571429,,1.43902439
SAKURAABANA INC,BOSTON,1.857142857,1.484848485,1.476190476,1.3,,1.4375
Eagle Cafe 7th Fl,BOSTON,1,1.4,0,2.333333333,,1.4375
CHEQUERS,ROXBURY,1,1.333333333,1.291666667,1.909090909,1.8,1.4375
Brooks St Market,BRIGHTON,0,1,1,1.8,1,1.4375
C Fruit Life,BOSTON,,,1,1.857142857,1.2,1.4375
Thai North Restaurant,BRIGHTON,1.553191489,1.25,1.375,1.5,1,1.43697479
Borinquen Bakery & Cafe,DORCHESTER,1.451612903,1.611111111,1.333333333,1.181818182,1.473684211,1.436507937
SIMCO'S INC.,ROSLINDALE,1.173913043,1.888888889,1,1.4,,1.436363636
Abby Lane,BOSTON,1.3,1,1.454545455,1.692307692,,1.435897436
The Corner Tavern,BOSTON,1.6,1,1.333333333,1.5,1,1.434782609
The Draft Bar & Grill,ALLSTON,1.5,1.142857143,1.434782609,1.625,1.5,1.434782609
Mast' Restaurant,BOSTON,2,1.564102564,1.153846154,1.153846154,,1.434782609
Addis Red Sea,ROXBURY,1.56,1,1.333333333,1.444444444,,1.434782609
A @ Time,ALLSTON,,,,1.434782609,,1.434782609
Subway,ALLSTON,2,0.857142857,1.5,1.352941176,,1.37704918
,BOSTON,2,1.783783784,1,1.560606061,1.708333333,1.654761905
,BRIGHTON,0,1.75,1,1.617021277,,1.596491228
,DORCHESTER,0.5,1.245614035,1.266666667,1.708333333,2.076923077,1.415929204
,EAST BOSTON,0.970588235,1.285714286,0.928571429,0.333333333,1,0.966666667
,HYDE PARK,,2,1.5,1.5,,1.522727273
,MISSION HILL,1.444444444,1.166666667,1.357142857,1.25,2,1.361702128
,ROSLINDALE,0.5,0,0.25,1.285714286,0,0.869565217
,ROXBURY,1.615384615,1.181818182,1.5,1.545454545,1.5,1.426229508
,SOUTH BOSTON,1.636363636,1.6,1.5,2.333333333,,1.769230769
,WEST ROXBURY,,,0,0.5,1,0.5
El Centro,BOSTON,1.323943662,1.25,1.5,1.761904762,,1.434146341
THE KINSALE IRISH PUB & REST.,BOSTON,0,1.426229508,1.4,1.516129032,1.545454545,1.433962264
Eagles Deli,BRIGHTON,3,1.5,1.222222222,1.411764706,,1.433962264
Street Food Revolution,ALLSTON,,1,1.461538462,1.538461538,,1.433333333
Darbar Indo-Pak Rest.,BRIGHTON,2,1.4,1,1.125,,1.433333333
ASHMONT GRILL,DORCHESTER,1.5,1,1,2,1.5,1.433333333
Dolphin Bay,ALLSTON,1.857142857,1,1.583333333,1.571428571,1.3,1.432989691
BISHOP'S MEDITERRANEAN,BOSTON,1.833333333,1.580645161,1.090909091,1.375,,1.432989691
Bistro du Midi,BOSTON,1.411764706,1.52173913,1.272727273,1.25,,1.430232558
ORIENTAL HOUSE,DORCHESTER,1.256410256,1.38961039,1.386666667,1.673913043,1.8,1.479865772
,JAMAICA PLAIN,1,1.294117647,1.266666667,1.294117647,,1.261363636
MAGGIANO'S,BOSTON,1.421052632,1.333333333,1.579710145,1.294117647,1.25,1.429319372
Yachris Market,JAMAICA PLAIN,0,1,3,1,1.888888889,1.428571429
Yanes Market,EAST BOSTON,,,0,1.666666667,,1.428571429
Mc Goo's Pizza,SOUTH BOSTON,,1.517241379,1.323529412,1.75,1.5,1.428571429
Natalie's Candy Jar,EAST BOSTON,,0,1.666666667,0,,1.428571429
Salem Market,BOSTON,,,0.666666667,2,,1.428571429
Mud House,DORCHESTER,1,1.25,1,1.777777778,,1.428571429
La Baguette Marche,EAST BOSTON,0,1.4,1.25,2,,1.428571429
Goulston & Storrs,BOSTON,1.6,1.75,1,1,,1.428571429
Gong Cha,BOSTON,,,0,1.666666667,,1.428571429
D'ANGELO'S,BOSTON,2,0,1,1.4375,1.5,1.428571429
Crush Pizza,BOSTON,1.363636364,1.357142857,1.428571429,1.516129032,,1.428571429
CONOR LARKINS GRILL & TAP,BOSTON,1.444444444,1.666666667,1.333333333,1,1,1.428571429
Eataly 1St. Floor,BOSTON,,1.285714286,1.611111111,1.388059701,,1.427480916
Burrito's Pizzeria,DORCHESTER,1.476190476,1.48,1.363636364,1.333333333,,1.426666667
K Town Chicken,ALLSTON,1.727272727,1,1.4,1.416666667,,1.426229508
Durty Nellie's,BOSTON,1,1.272727273,2,1.666666667,2,1.426229508
Host-Wolfgang Pucks-Gate 28,EAST BOSTON,1.3,1.375,1.636363636,1,1,1.426229508
Ittoku,ALLSTON,1.166666667,1.3,1.615384615,1.526315789,,1.425925926
DUNKIN' DONUTS(RMG DONUTS LLC),EAST BOSTON,0.818181818,1.142857143,1.333333333,2.545454545,,1.425925926
Santarpio's Cafe Inc.,EAST BOSTON,1.153846154,1.833333333,2,1,1,1.425531915
Pollo Centro,DORCHESTER,,,1.653846154,1,,1.425
Tea Moji,ALLSTON,,,1.25,1.48,,1.424242424
LA SULTANA BAKERY,EAST BOSTON,1.25,1.166666667,1.428571429,2.5,,1.424242424
ELEMENTS CAFE & CONFERENCE,BOSTON,1.363636364,2,0.666666667,1.5,,1.423076923
Ledeta Gebeya,ROXBURY,2,1.285714286,1.4,1.5,1,1.423076923
THAI DISH RESTAURANT,BOSTON,0,1,1.153846154,3,,1.422222222
The Pour House,BOSTON,1.75,1.260869565,1.35,1.3125,1.625,1.421686747
TERRAMIA RISTORANTE,BOSTON,1,,,1.444444444,,1.421052632
The Beehive,BOSTON,1.454545455,1.4,1.25,1.631578947,,1.421052632
M & R Store,ROXBURY,1.888888889,1,1,1,,1.421052632
Pizza Days,ALLSTON,1.5,1.25,1.222222222,1.5,1.555555556,1.421052632
FERNANDEZ BROTHER GORCERY,DORCHESTER,1,1.666666667,0.666666667,1.6,,1.421052632
The Upper Crust,BOSTON,1.666666667,1.552083333,1.666666667,1.444444444,1.111111111,1.525114155
,ROXBURY,1.179487179,1.454545455,1,1.24137931,,1.2421875
Dudley Halal Market Inc,ROXBURY,1.307692308,1.431818182,1.411764706,1.4,3,1.420168067
Squeeze Juice Company,BOSTON,,0.923076923,1.2,1.8,2,1.42
Sanchez Market,CHARLESTOWN,1.545454545,0.5,1.44,0,,1.42
CAFE PODIMA,BOSTON,,,1.482758621,1.394366197,,1.42
DUNKIN DONUTS (CITY PLACE),BOSTON,1.4,1.222222222,1.6,1.424242424,,1.419354839
Coreanos,ALLSTON,,1,1.357142857,1.8,,1.419354839
SODEXO Wheelock College Dining Room 2nd Fl.,BOSTON,1.4,1.285714286,1.875,1.294117647,1,1.418604651
Shun's Kitchen,ROXBURY,1.181818182,1.423076923,1.333333333,1.515151515,1.538461538,1.418181818
THE HILL TAVERN,BOSTON,1.642857143,1.4,1.318181818,1.4,1.4,1.418079096
Typhoon Restaurant,BOSTON,1.351351351,1.428571429,0,1,2.333333333,1.417910448
La Galleria 33,BOSTON,1.592592593,1.25,,1.3125,,1.417910448
EASTERN STANDARD,BOSTON,1.423076923,1.444444444,1,1.5,,1.417910448
Piece of Pizza,HYDE PARK,1.6,1.373134328,1.333333333,1.485714286,1.272727273,1.416666667
L'OSTERIA RESTAURANT,BOSTON,1.538461538,1.166666667,1.333333333,1.5,1.666666667,1.416666667
New Hong Kong,BRIGHTON,,,,1.416666667,,1.416666667
Pizzeria 260,SOUTH BOSTON,1,1.714285714,1.444444444,1,2,1.416666667
Dunkin Donuts (895 Morton St.),MATTAPAN,1,1.5,1.5,1.307692308,,1.416666667
CAPITAL GRILLE,BOSTON,0.857142857,2.25,1.333333333,0.666666667,,1.416666667
Scampo,BOSTON,0,1.48,1.727272727,1.066666667,,1.415730337
Sushi Factory,ALLSTON,,,1.25,1.482758621,,1.414634146
Machine,BOSTON,,0,1.5,1.5,1.25,1.414634146
GREAT BARBECU INC.,BOSTON,1.571428571,1.571428571,1.25,1.25,,1.414634146
La Hacienda Restaurant Bar,EAST BOSTON,1.147058824,1.434782609,2.285714286,2.333333333,,1.414414414
Trade,BOSTON,1.333333333,1.25,2,1,,1.413793103
D'ANGELO SANDWICH SHOP,BOSTON,1.285714286,1.317073171,1.590909091,1.333333333,1,1.413793103
Blue State Coffee@957 Comm. Ave. Boston,BOSTON,1,1.666666667,1,1,1.666666667,1.413793103
Ma Maison,BOSTON,1.4,1.551724138,1.25,1.25,,1.41322314
CAFFE BELLAVITA,BOSTON,1.666666667,1.338461538,1.695652174,1.48,1.210526316,1.412844037
Antonio's Hi-Fi,DORCHESTER,1.454545455,1.52173913,0,1.357142857,1.166666667,1.412844037
Potbelly Sandwich Shop (275 Washington St.),BOSTON,1,1.555555556,1.571428571,1,,1.411764706
Our Father's Deli,ALLSTON,,,0,1.5,,1.411764706
Portillo Food Market,EAST BOSTON,1.166666667,1.6,2,0,,1.411764706
HOUSE OF SIAM,BOSTON,1.066666667,2.090909091,1.888888889,1.375,1,1.411764706
Dunkin Donuts @ MBTA Station,BOSTON,1,1.666666667,0.8,1.666666667,0,1.411764706
Deloitte Bistro,BOSTON,,0,1.333333333,1.272727273,3,1.411764706
Happy Family Food Market,BOSTON,,1.5,1.2,1.5,,1.411764706
ROCK BOTTOM REST. & BREWERY,BOSTON,1.25,1.371794872,1.444444444,1.527272727,,1.411428571
FLAMES RESTAURANT III  INC.,DORCHESTER,1.62962963,1.2,1,1.438596491,,1.410958904
SOUTH BOSTON CHINESE,SOUTH BOSTON,1.071428571,1.4,1.3,1.692307692,,1.410810811
Garlic 'N Lemons,ALLSTON,1.5,1,1,1.714285714,,1.41025641
FRANKLIN CAFE,ROXBURY,1.277777778,0,1.684210526,1.454545455,,1.41025641
Boston Shawarma,BOSTON,1.444444444,1.333333333,0.5,1.714285714,,1.41025641
SOUPER BOWL,ALLSTON,,1.294117647,1,1.526315789,,1.409836066
Cosi No. 204,BOSTON,1.833333333,1.375,1.631578947,1,,1.409638554
BON APPETIT RESTAURANT,DORCHESTER,1.142857143,1.666666667,1.769230769,1.2,,1.409638554
YONG KONG,JAMAICA PLAIN,1.666666667,1.28125,,1.5,,1.409090909
Woodrow Food Mart,DORCHESTER,1.666666667,1,1.2,1,,1.409090909
Redbones Barbecue Food Truck,BOSTON,1.545454545,1.666666667,0,1,,1.409090909
Lolita Cocina & Tequila Bar,BOSTON,1.454545455,0,1.28,1.5,,1.409090909
Sebastians Cafe,BOSTON,1.666666667,1.642857143,1.272727273,1.266666667,,1.418604651
,EAST BOSTON,,,,1,,1
Air France Lounge,EAST BOSTON,0,1.5,1.5,1,,1.409090909
Cafe Marliave,BOSTON,2,1.470588235,1.466666667,1.16,,1.408602151
VOLLE NOLLE,BOSTON,1.333333333,1,,1.407407407,2,1.408163265
Sushi Today,MISSION HILL,,,,1.408163265,,1.408163265
NEW YORK FRIED CHICKEN & PIZZA,DORCHESTER,1.285714286,1.5,1.342857143,1.4375,,1.408163265
Flat Black Coffee Co.  Ltd.,BOSTON,3,1.333333333,2,1.25,1,1.408163265
Billy's Sub Shop,BOSTON,1.444444444,1.363636364,1.4,1.4,1.4,1.408163265
CHAU CHOW,DORCHESTER,1.541666667,1.333333333,1.133333333,1.464285714,1.466666667,1.40776699
Lorettas Last Call,BOSTON,1.4,0.666666667,,2,,1.407407407
La Peraviana Market,ROXBURY,1.111111111,1,1,1.714285714,,1.407407407
Central Wharf Co.,BOSTON,1.461538462,1.681818182,1.428571429,1.147058824,1.125,1.407407407
Cafe 24,BOSTON,1.75,0,0.666666667,1.6,1.4,1.407407407
SOPHIA'S GROTTO,ROSLINDALE,1.470588235,1.4,1.375,1.25,,1.406779661
MR. DOOLEYS BOSTON TAVERN,BOSTON,1.666666667,1.8,1.461538462,1.090909091,,1.40625
Best Western Plus Roundhouse Suites,ROXBURY,0,1.333333333,2.333333333,1.444444444,1,1.40625
Uno Due Go,BOSTON,1.606060606,1.565217391,1.2,1.117647059,,1.406015038
ROSLINDALE HOUSE OF PIZZA,ROSLINDALE,1.5,1,1.588235294,1.285714286,,1.405405405
SPINELLI RAVIOLI & PASTRY SHOP,EAST BOSTON,1,1.933333333,1.444444444,1,,1.405063291
The Fairmount Grille,HYDE PARK,1.333333333,1.536585366,1.166666667,1.441860465,,1.404761905
Slate,BOSTON,1.588235294,1.5,1.482758621,1,1.333333333,1.404761905
Domino's,ALLSTON,,,1,1.666666667,1,1.4
,BOSTON,,,0.923076923,1.142857143,1,1.071428571
,BRIGHTON,,,1.571428571,2,2,1.823529412
,EAST BOSTON,,,,1,,1
,ROXBURY,,,1.333333333,1.363636364,2,1.421052632
IRIE JAMAICAN STYLE RESTAURANT,DORCHESTER,1.333333333,1.235294118,1,1.709677419,,1.404761905
TICO,BOSTON,1.444444444,1.545454545,1.766666667,1.186046512,1.125,1.404411765
Cactus Grill,EAST BOSTON,1,1.388888889,1.75,2.5,1.5,1.403846154
Stats Bar & Grille,SOUTH BOSTON,1.222222222,0,1.666666667,1.4,,1.403508772
STEPHANIE'S ON NEWBURY,BOSTON,1.090909091,1.481481481,1.34375,1.453333333,,1.403225806
FLANN O'BRIENS,ROXBURY,1.217391304,1.55,1.375,1.468085106,,1.402684564
Chipotle Mexican Grill,BOSTON,1.361702128,1.4,1.36,1.607142857,0.6,1.392592593
,BRIGHTON,2.571428571,1,0.75,1,1,1.384615385
,DORCHESTER,,,,0,3,2
VAUGHN'S FISH N CHIPS,DORCHESTER,1.222222222,,1.545454545,1.333333333,1.333333333,1.4
UMass Boston Dining Commons,DORCHESTER,,,,1.4,,1.4
Terra Restaurant,BOSTON,,,0,1.555555556,,1.4
Tea Forte,BOSTON,,,,1.4,,1.4
Taco Party,BOSTON,1,0,0,1.666666667,,1.4
TAQUERIA EL CARRIZAL,ALLSTON,3,1.285714286,1,1.470588235,,1.4
Sweet,BOSTON,1.6,0,1,1.333333333,1.75,1.4
Society On High,BOSTON,3,1.333333333,1.166666667,1,,1.4
The Bowery,DORCHESTER,,,,1.4,,1.4
Sports Grille,BOSTON,3,1.2,1.285714286,1.416666667,,1.4
Xian Rougamo,BOSTON,,,,1.4,,1.4
Shing Hong Trading  Inc.,BOSTON,1,3,0,0,,1.4
Ripple Cafe,DORCHESTER,,,,,1.4,1.4
Qdoba Mexican Eats No. 2592,BOSTON,0,1,1.333333333,1.666666667,1,1.4
LITTLE ASIA RESTAURANT,EAST BOSTON,1.111111111,1.482758621,1,1.875,,1.4
Meridian Street Mobil,EAST BOSTON,1.555555556,1.714285714,1,0,0,1.4
MONICA'S RESTAURANT,BOSTON,1.47826087,1.235294118,1.5,1.6,1,1.4
Kwench Juice Cafe,BOSTON,,2,2,1,,1.4
DEEP ELLUM/ Lone Star Taco Bar,ALLSTON,1.5,1.875,1,1.181818182,,1.4
DUNKIN DONUTS/BEE FINE FOODS,BOSTON,1.333333333,1.5,1,1.6,,1.4
LARRY J'S BBQ CAFE,SOUTH BOSTON,1,1.571428571,1.363636364,1.5,,1.4
Dunkin' Donuts Express,BOSTON,1.833333333,2,0,0,0,1.4
Emmanuel Convenience Market,BOSTON,,,0.5,2,,1.4
ASAKI,BRIGHTON,1,1,1.333333333,2,,1.4
CAPITOL COFFEE HOUSE,BOSTON,0,1.5,1.75,1.090909091,,1.4
Ben Cotto,BOSTON,,,0.5,2,,1.4
Billares Colombia,EAST BOSTON,2,1.5,1,0,0,1.4
ANTONIO'S ITALIANO CUCINA,BOSTON,1.9,1,0,0,,1.4
Bon Me,BOSTON,1,0.5,1.6,1.511111111,1.35,1.4
Boston Chowda Co.,BOSTON,1,1.5,1.909090909,1,1,1.4
Citizen Public House & Oyster Bar,BOSTON,1.6,1.357142857,1.615384615,1,,1.4
Courtyard by Marriot Boston - The Bistro,BOSTON,,,,1.4,1.4,1.4
Au Bon Pain Store No.  44,BOSTON,1,1.666666667,1,1,,1.4
Craft Table & Bar,EAST BOSTON,,,,3,1,1.4
Cafe De Boston,BOSTON,1,1.4,1.588235294,0,,1.4
Bleacher Bar,BOSTON,1.25,1.625,1.2,1,,1.4
BATTERY WHARF HOTEL BOSTON WATERFRONT,BOSTON,0,1,1.6,1.333333333,1.333333333,1.4
Chik Chak Food Truck,BOSTON,0,0,0,1.647058824,,1.4
Max Brenner,BOSTON,1.16,1.458333333,1.431818182,1.434782609,,1.398773006
Pho Le,DORCHESTER,1.315789474,1.565217391,1.363636364,1.358974359,,1.398058252
ZC Boston,ROXBURY,1.484848485,1.230769231,1.458333333,1.458333333,,1.397790055
AL CAPONE,BOSTON,2,1.571428571,1.294117647,1.074074074,1.333333333,1.396946565
Bamboo Thai Restaurant,BOSTON,,1.384615385,1.4,1.4,,1.396825397
Hojoko,BOSTON,1.176470588,1.49122807,1.368421053,1.333333333,,1.396396396
Boston Kebab House,BOSTON,1,1.533333333,1.4,0.833333333,,1.395833333
Mana Escondido Cafe,SOUTH END,1.5,1.333333333,1.380952381,1.444444444,1,1.395604396
Hong Kong At Faneuil Hall,BOSTON,0,1.6,1.375,1.375,,1.395348837
Dudley Sq. Grill,ROXBURY,1.206896552,1.431034483,1.125,1.5,1.64,1.395
Save-A-Lot,ROSLINDALE,1.826086957,1.363636364,1,1.4,,1.586956522
,ROXBURY,1.052631579,1.2,1,1.466666667,1,1.264705882
By Chloe`,BOSTON,,,0,1.461538462,1.363636364,1.394736842
The Merchant,BOSTON,1.4,1.3,1.6,1,1,1.394366197
Whiskey's Steakhouse & Saloon,BOSTON,1.55,1.319148936,1.518518519,1,,1.39408867
BROWN SUGAR CAFE,BOSTON,1.533333333,1.285714286,1,1.6,,1.393939394
Hanmaru,ALLSTON,1.379310345,1.322580645,1.4,1.5,1.666666667,1.393782383
Teri-Yummy No. 2,BOSTON,1,2.2,1,0.933333333,,1.392857143
Quincy's Place,BOSTON,1.428571429,1.465116279,1.333333333,1.222222222,1.461538462,1.392857143
Rock City Pizza,ALLSTON,1.4,1,1.333333333,1.583333333,,1.392857143
Thompson Island Outward Bound,BOSTON,1.769230769,1,1,1,,1.392156863
TROPICAL ISLAND RESTAURANT,DORCHESTER,1.363636364,1.355555556,1.518518519,1.222222222,1.285714286,1.392156863
Milano Pizzeria & Pasta,BRIGHTON,1.857142857,1,1,1.4,2,1.392156863
J M Curley,BOSTON,1.8,1.6,0,0.857142857,,1.391304348
Jamba Juice,BOSTON,0,1.25,1.666666667,1.5,,1.391304348
Joshua's Deli,BOSTON,1.333333333,1.510638298,1.487804878,1.117647059,,1.390625
MASA,BOSTON,1.466666667,1.3125,,1.4,,1.390243902
MURPHY'S LAW,SOUTH BOSTON,1,1.421052632,1.32,1.533333333,,1.390243902
Juice Press,BOSTON,,,1.103448276,1.508474576,1.5,1.39
PUNJAB MINI MART,ROXBURY,1,1.2,1.314285714,1.7,,1.389705882
Fenway Market,BOSTON,1.4,1.333333333,1,1.428571429,,1.388059701
Mattapan House of Pizza,MATTAPAN,1.333333333,1,1.4,1.5,,1.3875
FREDDY'S MARKET,JAMAICA PLAIN,1.133333333,1,1.222222222,1.7,1.571428571,1.387096774
Noodle Barn,JAMAICA PLAIN,1.523809524,1,1.636363636,1.272727273,,1.386861314
DEVLIN'S RESTAURANT,BRIGHTON,1.6,1.5,1.3,1.166666667,,1.386363636
Yamato Japanese Cuisine,BRIGHTON,1.744186047,1.338709677,1.333333333,1,,1.385869565
SPUKIES PIZZA RESTAURANT,MATTAPAN,1.358974359,1.714285714,1.25,1.375,,1.385321101
KANTIN,ALLSTON,1.451612903,1.222222222,1.352941176,1.529411765,,1.385185185
Yotel Boston - First Floor,BOSTON,,,0,1.636363636,,1.384615385
Super Dollar,ROSLINDALE,1,1.8,1,1.375,,1.384615385
Vaisakhi Indian Kitchen,BRIGHTON,,,,1,1.5,1.384615385
Nourish Your Soul,BOSTON,,,,1.142857143,1.666666667,1.384615385
Mangu Dominican Bistro,JAMAICA PLAIN,,,,0.666666667,1.6,1.384615385
MERENGUE RESTAURANT,ROXBURY,1.132075472,1.583333333,1.4,1.394366197,,1.384615385
MI RANCHO RESTAURANT,EAST BOSTON,1,1,1.75,2.333333333,,1.384615385
AMIGOS LOCOS,BOSTON,,,0,1.8,,1.384615385
Viga,BOSTON,1.318181818,1.530612245,1.238095238,1.344262295,1.571428571,1.383886256
Chubby Chickpea Mobile,BOSTON,1.857142857,1,0,1.338235294,,1.38372093
The Friendly Toast,BOSTON,,1.297297297,1.214285714,1.535714286,1.333333333,1.383458647
Nicholas Sub & Pizza Shop,ROSLINDALE,1.25,1.4,1.428571429,1.431372549,,1.382978723
Neighborhoods,BOSTON,1.121212121,1.615384615,1.4,1.466666667,,1.382978723
THE BOSTON ICE CREAM FACTORY,DORCHESTER,1.444444444,1.222222222,1.2,1.6,,1.382716049
HIDDEN KITCHEN,ROXBURY,1.266666667,0.857142857,0,2,3,1.382352941
Asian House,CHARLESTOWN,1.533333333,1.285714286,1,1.428571429,,1.382352941
PATS PIZZA,DORCHESTER,1.444444444,1.358974359,1,1.5,,1.382022472
Pizza Hut,HYDE PARK,1,1.416666667,0.75,1.476190476,,1.381578947
Twin Dragon Seafood,BOSTON,1.75,1.142857143,0,1.555555556,,1.380952381
Ula Cafe`,JAMAICA PLAIN,,1.222222222,1.285714286,1.8,,1.380952381
Potato Freaks,SOUTH BOSTON,1.25,1.388888889,1.305084746,1.666666667,1.625,1.380952381
Fomu,ALLSTON,1,1.5,1.4,1.5,,1.451612903
,JAMAICA PLAIN,0.666666667,2,3,1,,1.333333333
,ROXBURY,,0,0,1.8,,1.285714286
Esperia Grill & Rotisserie,BRIGHTON,1.5,1.451612903,1,1,,1.380952381
GOURMET INDIA,BOSTON,1,1.235294118,1.428571429,1.5,1.333333333,1.380952381
FIRE & ICE,BOSTON,1.148148148,1.142857143,1.545454545,1.538461538,,1.380952381
Dash Cafe,BRIGHTON,1.4,1,1.666666667,1,1,1.380952381
Grass Roots Cafe,BOSTON,1.666666667,1.2,1.666666667,1,1.4,1.380952381
Jack's Abby - Track Zero Taproom,BOSTON,0,2.142857143,1.272727273,0,,1.380952381
La Familia II,BOSTON,,,,1.380952381,,1.380952381
HARRY'S COLD CUT CENTER,BOSTON,1.461538462,2,1.333333333,0,1,1.380952381
BIG DADDY'S PIZZA,BRIGHTON,2,2,1.111111111,1.285714286,,1.380952381
PunJab Palace,ALLSTON,1.625,1.125,1,1.3,1.705882353,1.380165289
Mi Pueblito Restaurant,EAST BOSTON,1.277777778,1.5,1.375,1,1.666666667,1.379746835
Archie's Place,BOSTON,1.333333333,1.307692308,1.823529412,1,1.5,1.379746835
Union Club of Boston,BOSTON,0,0,1.6,1.5,,1.379310345
Raphael Caribbean Cuisine,DORCHESTER,1.666666667,1.304347826,1,1.357142857,,1.379310345
Lee Chen's,SOUTH BOSTON,,,0.923076923,1.75,,1.379310345
Target Store T-1898,DORCHESTER,1.5,1.315789474,1.857142857,1,1,1.378378378
WENDY'S OLD FASHIONED HAMBURERS,BOSTON,1.3,1.066666667,2.076923077,1.545454545,,1.378378378
OMNI PARKER HOUSE,BOSTON,1.333333333,1.416666667,1.586206897,1.083333333,,1.378151261
Mandarin House,ROSLINDALE,,0,1.555555556,1.266666667,,1.37804878
RESTAURANT MONTECRISTO,EAST BOSTON,1.181818182,1.6,1.25,1,2.428571429,1.377777778
CVS PHARMACY No. 3307,BOSTON,1,1,1,1,1.566666667,1.377777778
Mcdonalds,BOSTON,1.777777778,1.727272727,1.185185185,1.423076923,1,1.442477876
,BRIGHTON,1.2,1.454545455,1.125,1.461538462,,1.351351351
,DORCHESTER,,1.509090909,1.145454545,1.6,,1.369230769
,HYDE PARK,,0,1.5,1,1,1.208333333
,ROXBURY,,,,1.666666667,1.666666667,1.666666667
,WEST ROXBURY,,,,0,1.125,1.058823529
Smoke Shop BBQ,BOSTON,1,1.444444444,1.166666667,1.142857143,2,1.377358491
LOWER DINING CORCORAN DINING FACILITY,BRIGHTON,1.533333333,1.363636364,1,1.5,1.666666667,1.377358491
SALSAS MEXICAN GRILL,BOSTON,2.4,1.416666667,1.19047619,1.2,1,1.376470588
Liberty Diner,ROXBURY,1,1.142857143,1.470588235,1.578947368,,1.376068376
The Monkey Bar,BOSTON,0.666666667,1.142857143,1.142857143,2.142857143,,1.375
Showplace Icon,BOSTON,,,0,1.666666667,1,1.375
Starbucks Coffee No.  883,BOSTON,0,2,1.25,1.4,0,1.375
Starbucks Coffee No.  7804,BOSTON,1.8,0,1.6,1,,1.375
Modern Pastry Shop I I,BOSTON,1.538461538,1,1,1.142857143,2,1.375
MoRockin Fusion,BOSTON,,1.6,0,1.4,,1.375
